case_id,architecture,workload,N,shape,source,valid_cells,split
920,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
921,standard,uniform,32,32x32,synthetic,1024,synthetic_test
922,standard,stripes,32,32x32,synthetic,1024,synthetic_train
923,standard,uniform,32,32x32,synthetic,1024,synthetic_train
924,standard,uniform,32,32x32,synthetic,1024,synthetic_train
925,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
926,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
927,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
928,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
929,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
930,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
931,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
932,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
933,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
934,standard,stripes,32,32x32,synthetic,1024,synthetic_test
935,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
936,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
937,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
938,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
939,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
940,standard,uniform,32,32x32,synthetic,1024,synthetic_train
941,standard,multihotspot,32,32x32,synthetic,1024,synthetic_test
942,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
943,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
944,standard,stripes,32,32x32,synthetic,1024,synthetic_train
945,standard,stripes,32,32x32,synthetic,1024,synthetic_val
946,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
947,standard,stripes,32,32x32,synthetic,1024,synthetic_train
948,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
949,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
950,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
951,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
952,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
953,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
954,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
955,standard,stripes,32,32x32,synthetic,1024,synthetic_train
956,standard,stripes,32,32x32,synthetic,1024,synthetic_train
957,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
958,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
959,standard,stripes,32,32x32,synthetic,1024,synthetic_train
960,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
961,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
962,standard,stripes,32,32x32,synthetic,1024,synthetic_train
963,standard,stripes,32,32x32,synthetic,1024,synthetic_train
964,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
965,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
966,standard,uniform,32,32x32,synthetic,1024,synthetic_val
967,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
968,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
969,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
970,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
971,standard,multihotspot,32,32x32,synthetic,1024,synthetic_val
972,standard,uniform,32,32x32,synthetic,1024,synthetic_train
973,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
974,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
975,standard,uniform,32,32x32,synthetic,1024,synthetic_val
976,standard,stripes,32,32x32,synthetic,1024,synthetic_test
977,standard,stripes,32,32x32,synthetic,1024,synthetic_train
978,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
979,standard,uniform,32,32x32,synthetic,1024,synthetic_train
980,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
981,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
982,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
983,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
984,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
985,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
986,standard,uniform,32,32x32,synthetic,1024,synthetic_train
987,standard,uniform,32,32x32,synthetic,1024,synthetic_train
988,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
989,standard,multihotspot,32,32x32,synthetic,1024,synthetic_test
990,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
991,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
992,standard,uniform,32,32x32,synthetic,1024,synthetic_train
993,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
994,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
995,standard,stripes,32,32x32,synthetic,1024,synthetic_train
996,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
997,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
998,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
999,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1000,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1001,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1002,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1003,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1004,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1005,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1006,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1007,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1008,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1009,standard,quadrant,32,32x32,synthetic,1024,synthetic_val
1010,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1011,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1012,standard,quadrant,32,32x32,synthetic,1024,synthetic_test
1013,standard,quadrant,32,32x32,synthetic,1024,synthetic_val
1014,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1015,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1016,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1017,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1018,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1019,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1020,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1021,standard,uniform,32,32x32,synthetic,1024,synthetic_test
1022,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1023,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1024,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1025,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1026,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
1027,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1028,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1029,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1030,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1031,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1032,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1033,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1034,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1035,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1036,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1037,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1038,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1039,standard,multihotspot,32,32x32,synthetic,1024,synthetic_val
1040,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1041,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1042,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1043,standard,uniform,32,32x32,synthetic,1024,synthetic_val
1044,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
1045,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1046,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1047,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1048,standard,quadrant,32,32x32,synthetic,1024,synthetic_test
1049,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1050,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
1051,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1052,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1053,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1054,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
1055,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1056,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1057,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
1058,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1059,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1060,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1061,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1062,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1063,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1064,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1065,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1066,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1067,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1068,standard,quadrant,32,32x32,synthetic,1024,synthetic_test
1069,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1070,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1071,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1072,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1073,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1074,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1075,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1076,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1077,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1078,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1079,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1080,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1081,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1082,standard,uniform,32,32x32,synthetic,1024,synthetic_val
1083,standard,stripes,32,32x32,synthetic,1024,synthetic_val
1084,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1085,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1086,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1087,standard,stripes,32,32x32,synthetic,1024,synthetic_val
1088,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
1089,standard,stripes,32,32x32,synthetic,1024,synthetic_val
1090,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1091,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1092,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1093,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1094,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1095,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1096,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1097,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1098,standard,hotspot,32,32x32,synthetic,1024,synthetic_test
1099,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1100,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1101,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
1102,standard,multihotspot,32,32x32,synthetic,1024,synthetic_val
1103,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1104,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1105,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1106,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
1107,standard,quadrant,32,32x32,synthetic,1024,synthetic_test
1108,standard,stripes,32,32x32,synthetic,1024,synthetic_test
1109,standard,stripes,32,32x32,synthetic,1024,synthetic_test
1110,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
1111,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1112,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1113,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1114,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1115,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1116,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1117,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1118,standard,multihotspot,32,32x32,synthetic,1024,synthetic_test
1119,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1120,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1121,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1122,standard,checkerboard,32,32x32,synthetic,1024,synthetic_val
1123,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1124,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1125,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1126,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1127,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1128,standard,quadrant,32,32x32,synthetic,1024,synthetic_val
1129,standard,quadrant,32,32x32,synthetic,1024,synthetic_train
1130,standard,uniform,32,32x32,synthetic,1024,synthetic_test
1131,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1132,standard,hotspot,32,32x32,synthetic,1024,synthetic_val
1133,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1134,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1135,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1136,standard,multihotspot,32,32x32,synthetic,1024,synthetic_train
1137,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1138,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1139,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1140,standard,uniform,32,32x32,synthetic,1024,synthetic_test
1141,standard,stripes,32,32x32,synthetic,1024,synthetic_train
1142,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1143,standard,checkerboard,32,32x32,synthetic,1024,synthetic_train
1144,standard,stripes,32,32x32,synthetic,1024,synthetic_val
1145,standard,checkerboard,32,32x32,synthetic,1024,synthetic_test
1146,standard,uniform,32,32x32,synthetic,1024,synthetic_train
1147,standard,multihotspot,32,32x32,synthetic,1024,synthetic_val
1148,standard,quadrant,32,32x32,synthetic,1024,synthetic_val
1149,standard,hotspot,32,32x32,synthetic,1024,synthetic_train
1150,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1151,systolic,banded,32,32x32,synthetic,1024,synthetic_test
1152,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_val
1153,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1154,systolic,wavefront,32,32x32,synthetic,1024,synthetic_val
1155,systolic,wavefront,32,32x32,synthetic,1024,synthetic_test
1156,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1157,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1158,systolic,wavefront,32,32x32,synthetic,1024,synthetic_test
1159,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1160,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1161,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1162,systolic,wavefront,32,32x32,synthetic,1024,synthetic_val
1163,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1164,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1165,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1166,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1167,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1168,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_test
1169,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1170,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1171,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1172,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_test
1173,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1174,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1175,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1176,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1177,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1178,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1179,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1180,systolic,wavefront,32,32x32,synthetic,1024,synthetic_val
1181,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1182,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_val
1183,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1184,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1185,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1186,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1187,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1188,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1189,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1190,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1191,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1192,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1193,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1194,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1195,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1196,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_test
1197,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1198,systolic,wavefront,32,32x32,synthetic,1024,synthetic_val
1199,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1200,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1201,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1202,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1203,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_test
1204,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1205,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1206,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1207,systolic,banded,32,32x32,synthetic,1024,synthetic_val
1208,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1209,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1210,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1211,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1212,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1213,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1214,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1215,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1216,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1217,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1218,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1219,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1220,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1221,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1222,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1223,systolic,banded,32,32x32,synthetic,1024,synthetic_val
1224,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1225,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1226,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1227,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1228,systolic,wavefront,32,32x32,synthetic,1024,synthetic_test
1229,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1230,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1231,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1232,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1233,systolic,uniform,32,32x32,synthetic,1024,synthetic_test
1234,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1235,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1236,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1237,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1238,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1239,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1240,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1241,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1242,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1243,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1244,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_test
1245,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1246,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_val
1247,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1248,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1249,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1250,systolic,banded,32,32x32,synthetic,1024,synthetic_val
1251,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1252,systolic,banded,32,32x32,synthetic,1024,synthetic_test
1253,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1254,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1255,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1256,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1257,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1258,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1259,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1260,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1261,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1262,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1263,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1264,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1265,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1266,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1267,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1268,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1269,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1270,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_val
1271,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_test
1272,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1273,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1274,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1275,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1276,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1277,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_val
1278,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1279,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1280,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1281,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1282,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1283,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1284,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1285,systolic,wavefront,32,32x32,synthetic,1024,synthetic_test
1286,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1287,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1288,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1289,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1290,systolic,banded,32,32x32,synthetic,1024,synthetic_test
1291,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1292,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1293,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1294,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1295,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1296,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1297,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1298,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1299,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1300,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1301,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1302,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1303,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1304,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1305,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_val
1306,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1307,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1308,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1309,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1310,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1311,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1312,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1313,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1314,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1315,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1316,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1317,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1318,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1319,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1320,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1321,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1322,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1323,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1324,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1325,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1326,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1327,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1328,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1329,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1330,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1331,systolic,hotspot,32,32x32,synthetic,1024,synthetic_test
1332,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1333,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1334,systolic,banded,32,32x32,synthetic,1024,synthetic_train
1335,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1336,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1337,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1338,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1339,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1340,systolic,hotspot,32,32x32,synthetic,1024,synthetic_val
1341,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
1342,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1343,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1344,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1345,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1346,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1347,systolic,checkerboard,32,32x32,synthetic,1024,synthetic_train
1348,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1349,systolic,wavefront,32,32x32,synthetic,1024,synthetic_train
1350,systolic,uniform,32,32x32,synthetic,1024,synthetic_train
1351,systolic,hotspot,32,32x32,synthetic,1024,synthetic_train
1352,systolic,uniform,32,32x32,synthetic,1024,synthetic_val
