sample_id,source,architecture,workload,N,shape,split_role
synthetic_systolic_hotspot_16_00041,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00042,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00043,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00044,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00045,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00046,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_wavefront_16_00047,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00048,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00049,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00050,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00051,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00052,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00053,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00054,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00055,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00056,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00057,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00058,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00059,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00060,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00061,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00062,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00063,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00064,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00065,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00066,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00067,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00068,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00069,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00070,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00071,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_banded_16_00072,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00073,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00074,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00075,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00076,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_banded_16_00077,synthetic,systolic,banded,16,16x16,synthetic_test
synthetic_systolic_uniform_16_00078,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00079,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00080,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_banded_16_00081,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00082,synthetic,systolic,wavefront,16,16x16,synthetic_val
synthetic_systolic_checkerboard_16_00083,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00084,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00085,synthetic,systolic,checkerboard,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00086,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00087,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_banded_16_00088,synthetic,systolic,banded,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00089,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00090,synthetic,systolic,wavefront,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00091,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00092,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00093,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00094,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00095,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_banded_16_00096,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00097,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00098,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00099,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00100,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_banded_16_00101,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00102,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_banded_16_00103,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00104,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00105,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00106,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00107,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00108,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_uniform_16_00109,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_banded_16_00110,synthetic,systolic,banded,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00111,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00112,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00113,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_wavefront_16_00114,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_banded_16_00115,synthetic,systolic,banded,16,16x16,synthetic_test
synthetic_systolic_uniform_16_00116,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00117,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_banded_16_00118,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00119,synthetic,systolic,wavefront,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00120,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00121,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00122,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00123,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00124,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00125,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00126,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00127,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00128,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00129,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00130,synthetic,systolic,checkerboard,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00131,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00132,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00133,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00134,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_banded_16_00135,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00136,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00137,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_banded_16_00138,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00139,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00140,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00141,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00142,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00143,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00144,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00145,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00146,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00147,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00148,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00149,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_banded_16_00150,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00151,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00152,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00153,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00154,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_banded_16_00155,synthetic,systolic,banded,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00156,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00157,synthetic,systolic,wavefront,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00158,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_wavefront_16_00159,synthetic,systolic,wavefront,16,16x16,synthetic_test
synthetic_systolic_wavefront_16_00160,synthetic,systolic,wavefront,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00161,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_systolic_checkerboard_16_00162,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_banded_16_00163,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00164,synthetic,systolic,checkerboard,16,16x16,synthetic_val
synthetic_systolic_wavefront_16_00165,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00166,synthetic,systolic,wavefront,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00167,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00168,synthetic,systolic,wavefront,16,16x16,synthetic_test
synthetic_systolic_banded_16_00169,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00170,synthetic,systolic,wavefront,16,16x16,synthetic_test
synthetic_systolic_wavefront_16_00171,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00172,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00173,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00174,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00175,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00176,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00177,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00178,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_banded_16_00179,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00180,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00181,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00182,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00183,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00184,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00185,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_banded_16_00186,synthetic,systolic,banded,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00187,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00188,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_uniform_16_00189,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_uniform_16_00190,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00191,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_checkerboard_16_00192,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00193,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_banded_16_00194,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00195,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_banded_16_00196,synthetic,systolic,banded,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00197,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00198,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00199,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00200,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00201,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00202,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00203,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00204,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_wavefront_16_00205,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00206,synthetic,systolic,wavefront,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00207,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00208,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00209,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00210,synthetic,systolic,banded,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00211,synthetic,systolic,checkerboard,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00212,synthetic,systolic,uniform,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00213,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00214,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00215,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_banded_16_00216,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00217,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00218,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00219,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00220,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00221,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00222,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00223,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00224,synthetic,systolic,hotspot,16,16x16,synthetic_test
synthetic_systolic_hotspot_16_00225,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00226,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_banded_16_00227,synthetic,systolic,banded,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00228,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00229,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00230,synthetic,systolic,checkerboard,16,16x16,synthetic_val
synthetic_systolic_hotspot_16_00231,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00232,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00233,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00234,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00235,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00236,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00237,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00238,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_uniform_16_00239,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_checkerboard_16_00240,synthetic,systolic,checkerboard,16,16x16,synthetic_test
synthetic_systolic_checkerboard_16_00241,synthetic,systolic,checkerboard,16,16x16,synthetic_val
synthetic_systolic_uniform_16_00242,synthetic,systolic,uniform,16,16x16,synthetic_val
synthetic_systolic_wavefront_16_00243,synthetic,systolic,wavefront,16,16x16,synthetic_test
synthetic_systolic_uniform_16_00244,synthetic,systolic,uniform,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00245,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_wavefront_16_00246,synthetic,systolic,wavefront,16,16x16,synthetic_train
synthetic_systolic_checkerboard_16_00247,synthetic,systolic,checkerboard,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00248,synthetic,systolic,hotspot,16,16x16,synthetic_train
synthetic_systolic_hotspot_16_00249,synthetic,systolic,hotspot,16,16x16,synthetic_val
synthetic_standard_hotspot_32_00000,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_uniform_32_00001,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00002,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_checkerboard_32_00003,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00004,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_stripes_32_00005,synthetic,standard,stripes,32,32x32,synthetic_val
synthetic_standard_quadrant_32_00006,synthetic,standard,quadrant,32,32x32,synthetic_val
synthetic_standard_quadrant_32_00007,synthetic,standard,quadrant,32,32x32,synthetic_test
synthetic_standard_uniform_32_00008,synthetic,standard,uniform,32,32x32,synthetic_test
synthetic_standard_hotspot_32_00009,synthetic,standard,hotspot,32,32x32,synthetic_test
synthetic_standard_multihotspot_32_00010,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00011,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00012,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00013,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_uniform_32_00014,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00015,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00016,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_stripes_32_00017,synthetic,standard,stripes,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00018,synthetic,standard,checkerboard,32,32x32,synthetic_val
synthetic_standard_hotspot_32_00019,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00020,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00021,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_uniform_32_00022,synthetic,standard,uniform,32,32x32,synthetic_test
synthetic_standard_quadrant_32_00023,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00024,synthetic,standard,checkerboard,32,32x32,synthetic_val
synthetic_standard_quadrant_32_00025,synthetic,standard,quadrant,32,32x32,synthetic_test
synthetic_standard_uniform_32_00026,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00027,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00028,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00029,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00030,synthetic,standard,checkerboard,32,32x32,synthetic_val
synthetic_standard_uniform_32_00031,synthetic,standard,uniform,32,32x32,synthetic_val
synthetic_standard_hotspot_32_00032,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00033,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00034,synthetic,standard,multihotspot,32,32x32,synthetic_val
synthetic_standard_stripes_32_00035,synthetic,standard,stripes,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00036,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00037,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00038,synthetic,standard,quadrant,32,32x32,synthetic_val
synthetic_standard_uniform_32_00039,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00040,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_uniform_32_00041,synthetic,standard,uniform,32,32x32,synthetic_val
synthetic_standard_checkerboard_32_00042,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_uniform_32_00043,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00044,synthetic,standard,checkerboard,32,32x32,synthetic_test
synthetic_standard_multihotspot_32_00045,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00046,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00047,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_checkerboard_32_00048,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00049,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_stripes_32_00050,synthetic,standard,stripes,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00051,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_hotspot_32_00052,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00053,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00054,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_uniform_32_00055,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_stripes_32_00056,synthetic,standard,stripes,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00057,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00058,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00059,synthetic,standard,quadrant,32,32x32,synthetic_test
synthetic_standard_checkerboard_32_00060,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00061,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_multihotspot_32_00062,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00063,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00064,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00065,synthetic,standard,hotspot,32,32x32,synthetic_test
synthetic_standard_uniform_32_00066,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00067,synthetic,standard,multihotspot,32,32x32,synthetic_test
synthetic_standard_stripes_32_00068,synthetic,standard,stripes,32,32x32,synthetic_val
synthetic_standard_checkerboard_32_00069,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00070,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_uniform_32_00071,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_uniform_32_00072,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_quadrant_32_00073,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00074,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00075,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_uniform_32_00076,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_uniform_32_00077,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_uniform_32_00078,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00079,synthetic,standard,hotspot,32,32x32,synthetic_test
synthetic_standard_hotspot_32_00080,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_uniform_32_00081,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_uniform_32_00082,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00083,synthetic,standard,hotspot,32,32x32,synthetic_test
synthetic_standard_checkerboard_32_00084,synthetic,standard,checkerboard,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00085,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_uniform_32_00086,synthetic,standard,uniform,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00087,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00088,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_stripes_32_00089,synthetic,standard,stripes,32,32x32,synthetic_val
synthetic_standard_stripes_32_00090,synthetic,standard,stripes,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00091,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_uniform_32_00092,synthetic,standard,uniform,32,32x32,synthetic_test
synthetic_standard_hotspot_32_00093,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00094,synthetic,standard,hotspot,32,32x32,synthetic_val
synthetic_standard_hotspot_32_00095,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00096,synthetic,standard,multihotspot,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00097,synthetic,standard,hotspot,32,32x32,synthetic_test
synthetic_standard_stripes_32_00098,synthetic,standard,stripes,32,32x32,synthetic_val
synthetic_standard_quadrant_32_00099,synthetic,standard,quadrant,32,32x32,synthetic_train
synthetic_standard_hotspot_32_00100,synthetic,standard,hotspot,32,32x32,synthetic_train
synthetic_standard_multihotspot_32_00101,synthetic,standard,multihotspot,32,32x32,synthetic_train
